category,sub_category,brand_name,file_no,serial_no,design_code,shade_no,color_code,sale_price,unit,supplier,material,pattern,color_name,type,roll_rate,cut_rate,size
Wallpaper,,Decor India,Salzburg,20,XZ143202,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,21,XZ143203,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,19,XZ143204,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,22,XZ143301,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,3,XZ143304,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,4,XZ143306,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,7,XZ143308,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,2,XZ143501,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,6,XZ143502,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Decor India,Salzburg,5,XZ143503,,,110,Square Ft,Madhur,,,,,2600/ 3200,,
Wallpaper,,Kapil,Faith-2,,11291,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11293,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11295,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11653,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11656,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11655,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11720,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11721,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11722,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,12660,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,12663,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,12666,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,12671,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,12672,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,12673,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,1365,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13651,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13652,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13653,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13655,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13660,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13663,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13668,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13681,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13682,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13683,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,13686,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,118111,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,118112,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,118113,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,118117,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123100,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123101,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123102,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123103,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123105,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123106,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123201,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123205,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,123206,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,128110,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,128111,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,128112,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,128113,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,128115,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11306,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11307,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11308,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11320,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11321,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11322,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11323,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11325,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11326,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith-2,,11327,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,1,11331,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,2,11336,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,3,11333,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,4,11330,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,5,11337,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,6,11357,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,7,1135,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,8,11351,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,9,11355,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,10,11350,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,11,11352,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,12,11386,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,13,11384,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,14,11380,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,15,11383,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,16,11382,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,17,11387,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,18,11385,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,19,123116,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,20,123111,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,21,123119,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,22,123117,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,23,123115,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,24,11393,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,25,11392,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,26,11390,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,27,11391,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,28,11395,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,29,12306,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,30,12302,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,31,12305,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,32,12301,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,33,1230,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,34,12300,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,35,12303,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,36,11372,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,37,11376,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,38,11375,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,39,11373,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,40,11370,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,41,11371,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,42,12353,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,43,12350,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,44,12351,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,45,12356,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,46,12355,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,47,12352,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,48,123126,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,49,123122,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,50,123120,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,51,12310,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,52,12315,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,53,12312,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,54,12316,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,55,12313,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,56,12311,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,57,160805,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,58,160801,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,59,160803,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,60,160806,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,61,11362,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,62,11365,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,63,11361,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,64,11366,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,65,11360,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,66,11367,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,67,11363,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,68,12326,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,69,12321,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,70,12325,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,71,123300,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,72,123303,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,73,123305,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,74,123301,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,75,12333,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,76,12332,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Destiny,77,12331,,,50,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,1,11227,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,2,11223,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,3,11221,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,4,128133,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,5,128131,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,6,128135,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,7,128136,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,8,128130,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,9,128137,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,10,12381,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,11,12386,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,12,12380,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,13,12382,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,14,12383,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,15,12385,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,16,11635,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,17,11632,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,18,11630,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,19,11363,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,20,11171,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,21,11172,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,22,11173,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,23,11170,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,24,11802,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,25,11806,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,26,11807,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,27,11801,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,28,12815,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,29,12818,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,30,12813,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,31,12810,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,32,12395,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,33,12391,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,34,12396,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,35,12392,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,36,12397,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,37,12390,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,38,12393,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,39,11892,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,40,11893,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,41,11896,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,42,13632,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,43,13633,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,44,13636,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,45,13635,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,46,12365,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,47,12367,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,48,12366,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,49,12362,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,50,13672,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,51,13676,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,52,13673,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,53,13670,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,54,12820,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,55,12828,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,56,12827,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,57,12823,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,58,160307,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,59,160305,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,60,160206,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,61,11301,,,55,Square Ft.,Kapil,,,,,750/1000,,
Wallpaper,,Kapil,Faith,62,11303,,,55,Square Ft.,Kapil,,,,,750/1000,,
